player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Chris Hetherington,214,FB,SF,2,-0.5,0,100.0,,0,0,0,0.0,0,0,28,0,68.3,64.0,80.4,77.3,59.5,0.0,0,0,0,47.8,11,23,0,2,52.2,12,0.0,0,79.2,2,0,4.3,1,0,1,0.5,0.0,0.0
Kassim Osgood,1676,WR,SD,9,13.5,0,0.0,,0,0,0,100.0,1,0,27,0,27.9,,43.5,,45.6,0.0,0,0,0,0.0,0,29,1,0,100.0,29,24.1,7,39.6,2,0,75.9,22,0,0,,,0.0
Chad Mustard,1668,TE,DEN,8,7.0,0,100.0,,0,0,0,0.0,0,1,10,0,68.3,64.0,62.4,74.1,52.8,92.4,61,0,14,50.0,33,66,0,2,47.0,31,4.5,3,114.6,2,0,1.5,1,23,9,4.5,11.5,0.74
Fred Wakefield,999,TE,ARZ,14,3.0,1,100.0,,0,0,0,0.0,0,1,1,0,68.3,66.2,68.1,56.9,78.7,100.0,73,0,19,69.9,51,73,1,2,27.4,20,0.0,0,116.7,2,0,0.0,0,24,18,9.0,12.0,1.2
T.J. Duckett,1025,HB,WAS,10,-0.5,0,100.0,,0,0,0,0.0,0,1,32,0,68.3,37.5,40.8,29.3,59.7,0.0,0,0,19,19.4,7,36,0,2,75.0,27,0.0,0,100.0,2,0,0.0,0,16,17,8.5,8.0,0.59
James Adkisson,1554,TE,OAK,2,13.5,0,50.0,,0,0,0,0.0,0,0,23,0,64.7,61.2,55.7,,49.4,68.8,11,0,9,0.0,0,16,0,1,93.8,15,12.5,2,62.5,2,0,18.8,3,9,0,0.0,9.0,0.6
Brian Calhoun,3019,HB,DET,5,2.5,0,100.0,,0,0,0,0.0,0,1,11,0,68.3,20.6,44.1,34.9,65.4,0.0,0,0,18,28.6,4,14,0,2,64.3,9,7.1,1,108.3,2,0,0.0,0,20,15,7.5,10.0,2.22
Adam Jones,2223,CB,TEN,4,4.0,2,100.0,,0,0,0,0.0,0,2,31,1,68.3,16.5,87.2,,86.1,0.0,0,0,17,0.0,0,4,5,2,100.0,4,100.0,4,118.8,2,0,0.0,0,31,23,11.5,15.5,7.75
Josh McCown,1085,QB,DET,2,2.5,1,100.0,,0,0,0,0.0,0,0,11,0,70.5,65.8,52.2,,56.9,0.0,0,0,8,0.0,0,17,1,2,82.4,14,11.8,2,97.9,2,0,88.2,15,15,10,5.0,7.5,1.07
Cliff Russell,1090,WR,MIA,2,7.5,0,100.0,,0,0,0,0.0,0,0,17,0,68.3,64.0,60.5,,60.3,0.0,0,0,9,0.0,0,3,0,2,100.0,3,33.3,1,95.8,2,0,66.7,2,14,-1,-0.5,7.0,4.67
Christian Fauria,130,TE,WAS,9,3.0,0,100.0,,0,0,0,0.0,0,1,32,0,68.3,64.0,54.5,55.2,53.9,87.1,88,0,11,63.4,64,101,2,2,36.6,37,9.9,10,102.1,2,0,2.0,2,17,11,5.5,8.5,0.46
Quinn Sypniewski,3111,TE,BLT,15,5.0,0,100.0,,0,0,0,0.0,0,0,3,0,68.3,64.0,51.1,76.1,37.4,90.2,74,0,9,30.5,25,82,3,2,64.6,53,6.1,5,97.9,2,0,1.2,1,15,5,2.5,7.5,0.28
Brian Kozlowski,62,TE,WAS,3,10.0,0,50.0,,0,0,0,0.0,0,0,32,0,64.7,61.2,56.3,74.5,50.9,81.8,9,0,1,27.3,3,11,0,1,72.7,8,9.1,1,56.3,2,0,0.0,0,1,2,2.0,1.0,0.13
Glenn Holt,3355,WR,CIN,8,7.5,0,50.0,,0,0,0,0.0,0,0,7,0,64.7,61.2,55.5,,50.5,0.0,0,0,3,0.0,0,27,0,1,100.0,27,88.9,24,56.3,2,0,11.1,3,3,6,6.0,3.0,0.11
Oliver Hoyte,3357,FB,DAL,10,2.0,0,100.0,,0,0,0,0.0,0,0,9,0,68.3,64.0,79.5,85.0,50.5,3.5,2,0,6,22.8,13,57,0,2,71.9,41,0.0,0,87.5,2,0,5.3,3,10,6,3.0,5.0,0.24
Corey McIntyre,1278,FB,ATL,1,1.5,0,50.0,,0,0,0,0.0,0,1,2,0,64.7,61.2,62.9,74.3,77.3,0.0,0,0,10,40.0,2,5,0,1,60.0,3,0.0,0,64.6,2,0,0.0,0,10,9,9.0,10.0,3.33
John Kuhn,2686,FB,PIT,1,6.0,0,100.0,,0,0,0,0.0,0,1,25,0,64.7,66.7,70.6,,81.8,0.0,0,0,15,0.0,0,1,0,1,100.0,1,0.0,0,118.8,1,0,0.0,0,15,9,9.0,15.0,15.0
Cory Ross,3487,HB,BLT,1,6.0,0,0.0,,0,0,0,,0,0,3,0,,,60.0,,60.0,0.0,0,0,0,0.0,0,1,0,0,100.0,1,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
Kevin Kasper,913,WR,DET,1,9.0,0,0.0,,0,0,0,,0,0,11,0,,,50.1,,50.5,0.0,0,0,0,0.0,0,23,0,0,100.0,23,4.3,1,39.6,1,0,95.7,22,0,0,,,0.0
Kay-Jay Harris,2630,HB,SL,1,-1.0,0,100.0,,0,0,0,0.0,0,1,26,0,64.7,68.2,60.1,,62.8,0.0,0,0,10,0.0,0,3,0,1,100.0,3,0.0,0,108.3,1,0,0.0,0,10,11,11.0,10.0,3.33
Dee Brown,905,HB,KC,5,-5.0,0,100.0,,0,0,0,0.0,0,0,16,0,68.3,22.3,37.1,69.5,58.3,0.0,0,0,5,30.4,7,23,1,1,65.2,15,4.3,1,87.5,1,0,4.3,1,5,10,10.0,5.0,0.33
Dane Looker,755,WR,SL,8,8.0,0,0.0,,0,0,0,,0,0,26,0,,61.9,55.5,,51.5,5.9,1,0,0,0.0,0,17,0,0,100.0,17,70.6,12,39.6,1,0,17.6,3,0,0,,,0.0
Derrick Lewis,1272,WR,HST,5,5.0,0,100.0,,0,0,0,0.0,0,0,13,0,64.7,61.2,55.5,,55.0,0.0,0,0,5,0.0,0,11,0,1,100.0,11,45.5,5,87.5,1,0,54.5,6,5,0,0.0,5.0,0.45
John Bronson,2506,FB,ARZ,1,16.0,1,100.0,,0,0,0,0.0,0,1,1,0,64.7,61.2,96.0,,94.9,100.0,1,0,25,0.0,0,1,0,1,100.0,1,0.0,0,118.8,1,0,0.0,0,25,9,9.0,25.0,25.0
Jerald Sowell,294,FB,TB,8,2.0,0,100.0,,0,0,0,0.0,0,0,30,0,64.7,61.2,52.1,78.3,59.0,0.0,0,0,6,38.5,5,13,1,1,61.5,8,0.0,0,91.7,1,0,0.0,0,6,4,4.0,6.0,0.75
Adam Jennings,3129,WR,ATL,5,27.0,0,0.0,,0,0,0,,0,0,2,0,,61.9,49.8,,53.5,0.0,0,0,0,0.0,0,14,1,0,85.7,12,50.0,7,39.6,1,0,50.0,7,0,0,,,0.0
Billy Bajema,2466,TE,SF,15,1.0,0,0.0,,0,0,0,100.0,1,0,28,0,28.0,,76.7,70.8,30.5,90.1,73,0,0,61.7,50,81,1,0,35.8,29,0.0,0,39.6,1,0,1.2,1,0,0,,,0.0
Charlie Johnson,3144,T,IND,5,11.0,0,0.0,,0,0,0,100.0,1,0,14,0,28.0,,37.0,25.6,28.6,9.4,5,0,0,92.5,49,53,3,0,5.7,3,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
David Anderson,3196,WR,HST,5,6.0,3,100.0,,0,0,0,0.0,0,1,13,0,64.7,61.2,78.4,,76.6,0.0,0,0,27,0.0,0,8,0,1,75.0,6,0.0,0,118.8,1,0,100.0,8,27,21,21.0,27.0,4.5
Marcus Vick,3541,QB,MIA,1,-3.0,0,0.0,,0,0,0,100.0,1,0,17,0,27.9,,33.6,,39.9,0.0,0,0,0,0.0,0,4,0,0,100.0,4,100.0,4,39.6,1,0,0.0,0,0,0,,,0.0
Grey Ruegamer,483,G,NYG,4,5.0,0,0.0,,0,0,0,,0,0,21,0,,,85.4,86.6,59.6,8.0,2,0,0,96.0,24,25,0,0,4.0,1,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
Dave Moore,30,TE,TB,6,4.0,0,100.0,,0,0,0,0.0,0,0,30,1,64.7,18.4,46.7,75.7,28.5,75.0,12,0,9,43.8,7,16,0,1,56.3,9,18.8,3,104.2,1,0,6.3,1,9,5,5.0,9.0,1.0
Michael Vick,773,QB,ATL,16,0.0,0,100.0,,0,0,1,0.0,0,0,2,7,,43.7,66.8,61.3,60.0,0.0,0,0,1,0.2,1,531,3,1,0.2,1,0.0,0,79.2,1,0,0.0,0,1,1,1.0,1.0,1.0
Chad Owens,2402,WR,JAX,1,17.0,0,0.0,,0,0,0,100.0,1,0,15,0,28.0,,34.3,,40.0,0.0,0,0,0,0.0,0,3,0,0,100.0,3,66.7,2,39.6,1,0,33.3,1,0,0,,,0.0
Will Buchanon,3259,WR,OAK,1,6.0,0,100.0,,0,0,0,0.0,0,1,23,0,64.7,61.2,83.9,,77.4,0.0,0,0,9,0.0,0,2,0,1,100.0,2,50.0,1,104.2,1,0,50.0,1,9,3,3.0,9.0,4.5
Rex Grossman,1338,QB,CHI,16,-12.0,0,100.0,,0,0,1,0.0,0,0,6,5,64.7,64.9,46.9,61.3,62.1,0.0,0,0,-4,0.2,1,529,3,1,0.2,1,0.0,0,79.2,1,0,0.0,0,-4,8,8.0,-4.0,-4.0
Cooper Wallace,3546,TE,TEN,2,0.0,0,100.0,,0,0,0,0.0,0,0,31,0,64.7,61.2,73.8,67.1,55.4,83.3,5,0,6,16.7,1,6,0,1,83.3,5,0.0,0,91.7,1,0,16.7,1,6,6,6.0,6.0,1.2
Kevin Everett,2303,TE,BUF,11,1.0,0,100.0,,0,0,0,0.0,0,0,4,0,64.7,61.2,42.8,48.8,44.2,91.2,52,0,1,56.1,32,57,4,1,43.9,25,7.0,4,79.2,1,0,0.0,0,1,0,0.0,1.0,0.04
Eric Shelton,2271,HB,CAR,3,4.0,0,100.0,,0,0,0,0.0,0,1,5,0,64.7,72.5,56.6,81.6,66.7,0.0,0,0,6,52.9,9,17,0,1,47.1,8,0.0,0,91.7,1,0,5.9,1,6,2,2.0,6.0,0.75
James Dearth,530,LS,NYJ,2,9.0,0,0.0,,0,0,0,,0,0,22,0,,,45.9,,55.3,100.0,2,1,0,0.0,0,2,0,0,100.0,2,0.0,0,0.0,1,0,0.0,0,0,0,,,0.0
Chad Slaughter,762,T,OAK,11,7.0,0,0.0,,0,0,0,,0,0,23,0,,,51.6,67.1,60.0,0.9,3,0,0,99.7,325,326,5,0,0.3,1,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
Walter Young,1524,WR,PIT,2,12.0,0,100.0,,0,0,0,0.0,0,1,25,0,64.7,61.2,67.9,,67.0,0.0,0,0,17,0.0,0,7,0,1,100.0,7,85.7,6,118.8,1,0,14.3,1,17,5,5.0,17.0,2.43
Darcy Johnson,3377,TE,NYG,1,6.0,0,0.0,,0,0,0,,0,0,21,0,,,57.9,70.2,55.2,75.0,3,0,0,25.0,1,4,0,0,75.0,3,25.0,1,39.6,1,0,0.0,0,0,0,,,0.0
Todd Devoe,1596,WR,DEN,1,29.0,0,0.0,,0,0,0,,0,1,10,0,,,55.7,,56.6,0.0,0,1,0,0.0,0,4,0,0,100.0,4,25.0,1,0.0,1,0,75.0,3,0,0,,,0.0
Ryan Neufeld,565,TE,BUF,5,13.0,0,100.0,,0,0,0,0.0,0,1,4,0,64.7,61.2,69.4,78.4,65.0,63.6,14,0,4,36.4,8,22,1,1,50.0,11,4.5,1,122.9,1,1,4.5,1,4,0,0.0,4.0,0.36
Devin Hester,3002,CB,CHI,1,3.0,0,0.0,,0,0,1,,0,0,6,0,,,57.7,,59.3,0.0,0,0,0,0.0,0,1,1,0,100.0,1,0.0,0,39.6,1,0,100.0,1,0,0,,,0.0
Ryan Moats,2294,HB,PHI,5,-1.0,0,0.0,,0,0,0,,0,0,24,0,,77.7,55.7,35.2,50.5,0.0,0,0,0,44.8,13,29,0,0,55.2,16,6.9,2,39.6,1,0,3.4,1,0,0,,,0.0
Dan Klecko,1429,DI,IND,1,4.0,0,100.0,,0,0,0,0.0,0,1,14,0,64.7,61.2,78.0,,81.0,0.0,0,0,2,0.0,0,1,1,1,100.0,1,0.0,0,118.8,1,1,0.0,0,2,0,0.0,2.0,2.0
Mike Vrabel,268,ED,NE,3,10.0,0,0.0,,0,0,1,,0,0,19,0,,,50.8,,47.4,100.0,4,0,0,0.0,0,4,4,0,100.0,4,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
DeAngelo Hall,1729,CB,ATL,1,-2.0,0,100.0,,0,0,0,0.0,0,0,2,1,64.7,18.4,25.7,,29.3,0.0,0,0,0,0.0,0,1,6,1,100.0,1,0.0,0,79.2,1,0,100.0,1,0,2,2.0,0.0,0.0
